# This is a submission template for batch deposit of 'Plant; version 1.0' samples to the NCBI BioSample database (http://www.ncbi.nlm.nih.gov/biosample/).																																
# GREEN fields are mandatory. Your submission will fail if any mandatory fields are not completed. If information is unavailable for any mandatory field, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# BLUE  fields indicate that at least one of those fields is mandatory. If information is unavailable, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# YELLOW fields are optional. Leave optional fields empty (or delete them) if no information is available.																																
# You can add any number of custom fields to fully describe your BioSamples, simply include them in the table.																																
# Hover over field name to view definition, or see http://www.ncbi.nlm.nih.gov/biosample/docs/attributes/.																																
# CAUTION: Be aware that Excel may automatically apply formatting to your data. In particular, take care with dates, incrementing autofills and special characters like / or -. Doublecheck that your text file is accurate before uploading to BioSample.																																
# TO MAKE A SUBMISSION: 																																
# 1. Complete this template table																																
# 2. Save the worksheet as a Text (Tab-delimited) file  -- (use 'File, Save as, Save as type: Text (Tab-delimited)' )																																
# 3. Upload the text file on the 'Attributes' tab of the BioSample Submission Portal at https://submit.ncbi.nlm.nih.gov/subs/biosample/. 																																
# If you have any questions, please contact us at biosamplehelp@ncbi.nlm.nih.gov.																																
# 																																
*sample_name	sample_title	bioproject_accession	*organism	isolate	cultivar	ecotype	age	dev_stage	*geo_loc_name	*tissue	biomaterial_provider	ploidy	cell_line	cell_type	collected_by	collection_date	culture_collection	disease	disease_stage	genotype	growth_protocol	height_or_length	isolation_source	lat_lon	phenotype	population	sample_type	sex	specimen_voucher	temp	treatment	description
KMS328	Leaf sample from Miscanthus sacchariflorus clone KMS328	PRJNA342314	Miscanthus sacchariflorus	KMS328				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	07-Nov-2013								35.3078 N 126.5544 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS329	Leaf sample from Miscanthus sacchariflorus clone KMS329	PRJNA342314	Miscanthus sacchariflorus	KMS329				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	07-Nov-2013								35.1011 N 126.4922 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS330	Leaf sample from Miscanthus sacchariflorus clone KMS330	PRJNA342314	Miscanthus sacchariflorus	KMS330				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	07-Nov-2013								35.0025 N 126.5322 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS331	Leaf sample from Miscanthus x giganteus clone KMS331	PRJNA342314	Miscanthus x giganteus	KMS331				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	3x			Chang Yeon Yu	07-Nov-2013								34.6264 N 126.6428 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS332	Leaf sample from Miscanthus sacchariflorus clone KMS332	PRJNA342314	Miscanthus sacchariflorus	KMS332				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	07-Nov-2013								35.8725 N 128.755 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS335	Leaf sample from Miscanthus sacchariflorus clone KMS335	PRJNA342314	Miscanthus sacchariflorus	KMS335				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	07-Nov-2013								36.5333 N 128.3778 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS340	Leaf sample from Miscanthus sacchariflorus clone KMS340	PRJNA342314	Miscanthus sacchariflorus	KMS340				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	07-Nov-2014								36.9175 N 127.7567 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS341	Leaf sample from Miscanthus sacchariflorus clone KMS341	PRJNA342314	Miscanthus sacchariflorus	KMS341				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	07-Nov-2014								36.8644 N 127.8517 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS342	Leaf sample from Miscanthus sacchariflorus clone KMS342	PRJNA342314	Miscanthus sacchariflorus	KMS342				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	07-Nov-2014								36.7933 N 127.8286 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS343	Leaf sample from Miscanthus sacchariflorus clone KMS343	PRJNA342314	Miscanthus sacchariflorus	KMS343				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	07-Nov-2014								36.6392 N 127.7511 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS344	Leaf sample from Miscanthus sacchariflorus clone KMS344	PRJNA342314	Miscanthus sacchariflorus	KMS344				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	07-Nov-2014								36.5125 N 127.8036 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS345	Leaf sample from Miscanthus sacchariflorus clone KMS345	PRJNA342314	Miscanthus sacchariflorus	KMS345				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	07-Nov-2014								36.4639 N 127.7325 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS346	Leaf sample from Miscanthus sacchariflorus clone KMS346	PRJNA342314	Miscanthus sacchariflorus	KMS346				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	07-Nov-2014								36.3858 N 127.6508 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS347	Leaf sample from Miscanthus sacchariflorus clone KMS347	PRJNA342314	Miscanthus sacchariflorus	KMS347				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	07-Nov-2014								36.4444 N 127.5847 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS348	Leaf sample from Miscanthus sacchariflorus clone KMS348	PRJNA342314	Miscanthus sacchariflorus	KMS348				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	08-Nov-2014								36.4517 N 127.4519 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS349	Leaf sample from Miscanthus sacchariflorus clone KMS349	PRJNA342314	Miscanthus sacchariflorus	KMS349				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	08-Nov-2014								36.5147 N 127.3667 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS350	Leaf sample from Miscanthus sacchariflorus clone KMS350	PRJNA342314	Miscanthus sacchariflorus	KMS350				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	08-Nov-2014								36.6317 N 127.3561 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS351	Leaf sample from Miscanthus sacchariflorus clone KMS351	PRJNA342314	Miscanthus sacchariflorus	KMS351				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	08-Nov-2014								36.7325 N 127.4825 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS352	Leaf sample from Miscanthus sacchariflorus clone KMS352	PRJNA342314	Miscanthus sacchariflorus	KMS352				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	08-Nov-2014								36.8267 N 127.5267 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS353	Leaf sample from Miscanthus sacchariflorus clone KMS353	PRJNA342314	Miscanthus sacchariflorus	KMS353				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	08-Nov-2014								36.8781 N 127.3822 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS354	Leaf sample from Miscanthus sacchariflorus clone KMS354	PRJNA342314	Miscanthus sacchariflorus	KMS354				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Kweon Heo	08-Nov-2014								36.9414 N 127.4589 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS355	Leaf sample from Miscanthus sacchariflorus clone KMS355	PRJNA342314	Miscanthus sacchariflorus	KMS355				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	09-Nov-2014								38.2269 N 127.9558 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS356	Leaf sample from Miscanthus sacchariflorus clone KMS356	PRJNA342314	Miscanthus sacchariflorus	KMS356				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	09-Nov-2014								38.1447 N 127.9031 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS357	Leaf sample from Miscanthus sacchariflorus clone KMS357	PRJNA342314	Miscanthus sacchariflorus	KMS357				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	09-Nov-2014								38.1289 N 127.9894 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS358	Leaf sample from Miscanthus sacchariflorus clone KMS358	PRJNA342314	Miscanthus sacchariflorus	KMS358				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	09-Nov-2014								38.0883 N 128.0219 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS359	Leaf sample from Miscanthus x giganteus clone KMS359	PRJNA342314	Miscanthus x giganteus	KMS359				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	13-Nov-2014								37.7852 N 127.9863 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS360	Leaf sample from Miscanthus sacchariflorus clone KMS360	PRJNA342314	Miscanthus sacchariflorus	KMS360				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	13-Nov-2014								37.9746 N 128.0842 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS361	Leaf sample from Miscanthus x giganteus clone KMS361	PRJNA342314	Miscanthus x giganteus	KMS361				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	13-Nov-2014								38.141 N 128.2551 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS362	Leaf sample from Miscanthus sacchariflorus clone KMS362	PRJNA342314	Miscanthus sacchariflorus	KMS362				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	13-Nov-2014								38.4013 N 128.4689 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS363	Leaf sample from Miscanthus x giganteus clone KMS363	PRJNA342314	Miscanthus x giganteus	KMS363				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	13-Nov-2014								38.362 N 128.5025 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS364	Leaf sample from Miscanthus x giganteus clone KMS364	PRJNA342314	Miscanthus x giganteus	KMS364				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	13-Nov-2014								38.2973 N 128.5395 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS365	Leaf sample from Miscanthus x giganteus clone KMS365	PRJNA342314	Miscanthus x giganteus	KMS365				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Kweon Heo	13-Nov-2014								38.2331 N 128.5391 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS366	Leaf sample from Miscanthus x giganteus clone KMS366	PRJNA342314	Miscanthus x giganteus	KMS366				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	3x			Chang Yeon Yu	02-Oct-2014								37.6382 N 126.5251 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS367	Leaf sample from Miscanthus sacchariflorus clone KMS367	PRJNA342314	Miscanthus sacchariflorus	KMS367				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	02-Oct-2014								37.6661 N 126.5223 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS368	Leaf sample from Miscanthus sacchariflorus clone KMS368	PRJNA342314	Miscanthus sacchariflorus	KMS368				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	02-Oct-2014								37.7 N 126.522 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS369	Leaf sample from Miscanthus sacchariflorus clone KMS369	PRJNA342314	Miscanthus sacchariflorus	KMS369				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	3x			Chang Yeon Yu	02-Oct-2014								37.7533 N 126.5127 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS370	Leaf sample from Miscanthus sacchariflorus clone KMS370	PRJNA342314	Miscanthus sacchariflorus	KMS370				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Chang Yeon Yu	02-Oct-2014								37.7773 N 126.4635 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS371	Leaf sample from Miscanthus sacchariflorus clone KMS371	PRJNA342314	Miscanthus sacchariflorus	KMS371				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Chang Yeon Yu	02-Oct-2014								37.8039 N 126.4543 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
